id;identifier;dataset_identifier;RADIO_C14 Std_To;RADIO_CalAMS_;RADIO_CalibC14_From_yrmax;RADIO_CalibC14_From_yrmin;RADIO_CalibC14_To_yrmax;RADIO_CalibC14_To_yrmin;RADIO_CalibC14_yrmax;RADIO_CalibC14_yrmin;RADIO_TL_From;RADIO_TL_To;RADIO_UnknownCal_From;RADIO_UnknownCal_To;RADIO_UnknownRadio_;RADIO_UnknownRadio_>;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL__BP_2;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CAL_From_BP_3;CAL_To_BP_3;CAL_DatingMethod_3;CAL__BP_4;CAL_From_BP_4;CAL_To_BP_4;CAL_DatingMethod_4;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP_To_3;PER_EndBP_To_3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorMinus;AgeErrorOrPlusError;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
95;Ballyarnet Lake|COUN000864|BugsPresence;Ballyarnet Lake|COUN000864;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
96;Ballybean Archaeology|COUN001314|F002;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
97;Ballybean Archaeology|COUN001314|F006;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
98;Ballybean Archaeology|COUN001314|F007;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
99;Ballybean Archaeology|COUN001314|F008;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
100;Ballybean Archaeology|COUN001314|F011;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
101;Ballybean Archaeology|COUN001314|F024;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
102;Ballybean Archaeology|COUN001314|F042;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
103;Ballybean Archaeology|COUN001314|F043;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
104;Ballybean Archaeology|COUN001314|F044;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
105;Ballybean Archaeology|COUN001314|FO45;Ballybean Archaeology|COUN001314;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;0;;;;1550;;;1250;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;10000;0
106;Bancroft|COUN000024|D343/2b;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
107;Bancroft|COUN000024|D343/2t;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
108;Bancroft|COUN000024|F9;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
109;Bancroft|COUN000024|Pit1167;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
110;Bancroft|COUN000024|Pit1168;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
111;Bancroft|COUN000024|S343/2/1;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
112;Bancroft|COUN000024|S343/2/2;Bancroft|COUN000024;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
113;Banwell Moor|COUN000025|F2;Banwell Moor|COUN000025;;;;;;;;;;;;;;;0;;1750;1650;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
114;Banwell Moor|COUN000025|F3;Banwell Moor|COUN000025;;;;;;;;;;;;;;;0;;1750;1650;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
115;Banwell Moor|COUN000025|F6;Banwell Moor|COUN000025;;;;;;;;;;;;;;;0;;1750;1650;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
116;Barford Saint Martin|COUN000026|S1;Barford Saint Martin|COUN000026;;;;;;;;;;;;;;;0;;550;450;ArchCal;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;450;550;400;1550;550;450;;;1;;;;;;;;;;;;;550;450
117;Barford Saint Martin|COUN000026|S2;Barford Saint Martin|COUN000026;;;;;;;;;;;;;;;0;;550;450;ArchCal;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;450;550;400;1550;550;450;;;1;;;;;;;;;;;;;550;450
118;Barmby on the Marsh|COUN001475|S21317;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
119;Barmby on the Marsh|COUN001475|S21333a;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;1750;1550;Typo;;;;;;;;;;;;1;"24082 & 4 upper and lower fill of C1-2nd pit
21335 C3-4th ditch";1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1750;1540;1907;1750;1550;;;1;;;;;;;;;;;;;1750;1550
120;Barmby on the Marsh|COUN001475|S21333b;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
121;Barmby on the Marsh|COUN001475|S21352;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
122;Barmby on the Marsh|COUN001475|S24082;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;1880;1750;Typo;;;;;;;;;;;;1;"24082 & 4 upper and lower fill of C1-2nd pit
21335 C3-4th ditch";1907;;;1540;;;;;;;;;;;;;1;;;;;1750;1880;1540;1907;1880;1750;;;1;;;;;;;;;;;;;1880;1750
123;Barmby on the Marsh|COUN001475|S24084;Barmby on the Marsh|COUN001475;;;;;;;;;;;;;;;0;;1880;1750;Typo;;;;;;;;;;;;1;"24082 & 4 upper and lower fill of C1-2nd pit
21335 C3-4th ditch";1907;;;1540;;;;;;;;;;;;;1;;;;;1750;1880;1540;1907;1880;1750;;;1;;;;;;;;;;;;;1880;1750
124;Barnsley Park|COUN000028|S1;Barnsley Park|COUN000028;;;;;;;;;;;;;;;0;;1650;1550;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1650;1540;1907;1650;1550;;;1;;;;;;;;;;;;;1650;1550
125;Barton-upon-Humber: Glebe Farm|COUN000774|C376/7;Barton-upon-Humber: Glebe Farm|COUN000774;;;;;;;;;;;;;;;0;1550;1600;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1600;1540;1907;1600;1550;;;1;;;;;;;;;;;;;1600;1550
126;Barton Court Farm|COUN000387|Early_Saxon;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1540;;;884;;;;;;;;;;;;;1;;;;;;;884;1540;1540;884;;;;1;;;;;;;;;;;;1540;884
127;Barton Court Farm|COUN000387|Late_Roman;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
128;Barton Court Farm|COUN000387|Roman;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
129;Barton Court Farm|COUN000387|S1035;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
130;Barton Court Farm|COUN000387|S2;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
131;Barton Court Farm|COUN000387|Saxon;Barton Court Farm|COUN000387;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1540;;;884;;;;;;;;;;;;;1;;;;;;;884;1540;1540;884;;;;1;;;;;;;;;;;;1540;884
132;Bawit|COUN001109|BugsPresence;Bawit|COUN001109;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1540;;;500;;;;;;;;;;;;;1;;;;;;;500;1540;1540;500;;;;1;;;;;;;;;;;;1540;500
133;Bearsden|COUN000037|S1;Bearsden|COUN000037;;;;;;;;;;;;;;;0;;1808;1792;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
134;Bearsden|COUN001547|Rampart;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
135;Bearsden|COUN001547|S1;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
136;Bearsden|COUN001547|S2;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
137;Bearsden|COUN001547|S3;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
138;Bearsden|COUN001547|S4;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
139;Bearsden|COUN001547|S5;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
140;Bearsden|COUN001547|S6;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
141;Bearsden|COUN001547|S7;Bearsden|COUN001547;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
142;Bearsden|COUN001548|S1;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
143;Bearsden|COUN001548|S2;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
144;Bearsden|COUN001548|S3;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
145;Bearsden|COUN001548|S4;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
146;Bearsden|COUN001548|S5;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
147;Bearsden|COUN001548|S6;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
148;Bearsden|COUN001548|S7;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
149;Bearsden|COUN001548|S8;Bearsden|COUN001548;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
150;Bearsden|COUN001549|mid;Bearsden|COUN001549;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
151;Bearsden|COUN001549|top;Bearsden|COUN001549;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
152;Bearsden|COUN001550|S1;Bearsden|COUN001550;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
153;Bearsden|COUN001550|S2;Bearsden|COUN001550;;;;;;;;;;;;;;;0;;1808;1792;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1792;1808;1540;1907;1808;1792;;;1;;;;;;;;;;;;;1808;1792
154;Bearsden|COUN001551|S1;Bearsden|COUN001551;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
155;Bearsden|COUN001551|S2;Bearsden|COUN001551;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
156;Bearsden|COUN001551|S3;Bearsden|COUN001551;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
157;Bearsden|COUN001551|S4;Bearsden|COUN001551;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
158;Bearsden|COUN001551|S5;Bearsden|COUN001551;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
159;Bearsden|COUN001552|S1;Bearsden|COUN001552;;;;;;;;;;;;;;;0;;1808;;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;;1808;1540;1907;1808;1540;;;1;;;;;;;;;;;;;1808;1540
160;Beccles|COUN001466|BugsPresence;Beccles|COUN001466;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2199;;;1907;;;;;;;;;;;;;1;;;;;;;1907;2199;2199;1907;;;;1;;;;;;;;;;;;2199;1907
161;Bedford: Empire Cinema Site|COUN001497|Fn100;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
162;Bedford: Empire Cinema Site|COUN001497|Fn116;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
163;Bedford: Empire Cinema Site|COUN001497|Fn123;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
164;Bedford: Empire Cinema Site|COUN001497|Fn124;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
165;Bedford: Empire Cinema Site|COUN001497|Fn154;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
166;Bedford: Empire Cinema Site|COUN001497|Fn96;Bedford: Empire Cinema Site|COUN001497;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
167;Beeston Castle|COUN000521|S1;Beeston Castle|COUN000521;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
168;Belverde|COUN001191|BugsPresence;Belverde|COUN001191;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
169;Berinsfield|COUN001348|162/22;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2949;;;2599;;;;;;;;;;;;;1;;;;;;;2599;2949;2949;2599;;;;1;;;;;;;;;;;;2949;2599
170;Berinsfield|COUN001348|162/27;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
171;Berinsfield|COUN001348|605;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
172;Berinsfield|COUN001348|674;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
173;Berinsfield|COUN001348|789;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
174;Berinsfield|COUN001348|82;Berinsfield|COUN001348;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1540;;;884;;;;;;;;;;;;;1;;;;;;;884;1540;1540;884;;;;1;;;;;;;;;;;;1540;884
175;Bessastadir|COUN000039|S10;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
176;Bessastadir|COUN000039|S11;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
177;Bessastadir|COUN000039|S12;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
178;Bessastadir|COUN000039|S14;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
179;Bessastadir|COUN000039|S15;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
180;Bessastadir|COUN000039|S17;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
181;Bessastadir|COUN000039|S18;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
182;Bessastadir|COUN000039|S19;Bessastadir|COUN000039;;;;;;;;;;;;;;;0;;950;851;ArchCal;;;;;;;;;;;;1;;1082;;;400;;;;;;;;;;;;;1;;;;;851;950;400;1082;950;851;;;1;;;;;;;;;;;;;950;851
183;Bessastadir|COUN001139|E/L1/103;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
184;Bessastadir|COUN001139|E/L2/240;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
185;Bessastadir|COUN001139|E/L2a/145;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
186;Bessastadir|COUN001139|E/L2b/191;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
187;Bessastadir|COUN001139|E/L4/251;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
188;Bessastadir|COUN001139|E/L4/830;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
189;Bessastadir|COUN001139|E/L4/856;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
190;Bessastadir|COUN001139|E/L5/240;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
191;Bessastadir|COUN001139|E/L5/244;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
192;Bessastadir|COUN001139|E/L5/244a;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
193;Bessastadir|COUN001139|E/L5/244b;Bessastadir|COUN001139;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
