id;identifier;dataset_identifier;ZorDepthTop;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Notes_simpl_2;RADIO_CalibC14_from_yrmax_2;RADIO_CalibC14_from_yrmin_2;RADIO_C14_BeyondCalibration;RADIO_C14_BeyondCalibration_From;RADIO_C14_BeyondCalibration_To;RADIO_Method;RADIO_AAR_;RADIO_ESR_;RADIO_TL_;RADIO_TL_from;RADIO_TL_to;RADIO_U-Series_from;RADIO_U234/U238_;RADIO_UnknownRadio_.x;RADIO_UnknownRadio_from;RADIO_UnknownRadio_to;RADIO_AAR__2;RADIO_ESR__2;RADIO_TL__2;RADIO_TL_from_2;RADIO_TL_to_2;RADIO_UnknownRadio_.y;RADIO_AAR__3;RADIO_TL__3;RADIO_AAR__4;RADIO_AAR__5;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP__3;PER_EndBP__3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorOrPlusError;AgeErrorMinus;Chosen_C14_AgeDepthModel;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
1792;Håkulls Mosse, Kullaberg|COUN000144|X4/20;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1793;Håkulls Mosse, Kullaberg|COUN000144|X4/3;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1794;Håkulls Mosse, Kullaberg|COUN000144|X4/4;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1795;Håkulls Mosse, Kullaberg|COUN000144|X4/5;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1796;Håkulls Mosse, Kullaberg|COUN000144|X4/6;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1797;Håkulls Mosse, Kullaberg|COUN000144|X4/7;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1798;Håkulls Mosse, Kullaberg|COUN000144|X4/8;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1799;Håkulls Mosse, Kullaberg|COUN000144|X4/9;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1800;Håkulls Mosse, Kullaberg|COUN001130|B8:7/1;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1801;Håkulls Mosse, Kullaberg|COUN001130|B8:7/10;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1802;Håkulls Mosse, Kullaberg|COUN001130|B8:7/11;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1803;Håkulls Mosse, Kullaberg|COUN001130|B8:7/12;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1804;Håkulls Mosse, Kullaberg|COUN001130|B8:7/13;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1805;Håkulls Mosse, Kullaberg|COUN001130|B8:7/14;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1806;Håkulls Mosse, Kullaberg|COUN001130|B8:7/15;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1807;Håkulls Mosse, Kullaberg|COUN001130|B8:7/16;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1808;Håkulls Mosse, Kullaberg|COUN001130|B8:7/17;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1809;Håkulls Mosse, Kullaberg|COUN001130|B8:7/2;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1810;Håkulls Mosse, Kullaberg|COUN001130|B8:7/3;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1811;Håkulls Mosse, Kullaberg|COUN001130|B8:7/4;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1812;Håkulls Mosse, Kullaberg|COUN001130|B8:7/5;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1813;Håkulls Mosse, Kullaberg|COUN001130|B8:7/6;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1814;Håkulls Mosse, Kullaberg|COUN001130|B8:7/7;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1815;Håkulls Mosse, Kullaberg|COUN001130|B8:7/8;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1816;Håkulls Mosse, Kullaberg|COUN001130|B8:7/9;Håkulls Mosse, Kullaberg|COUN001130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1817;Håkulls Mosse, Kullaberg|COUN001131|B8:6/1;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1818;Håkulls Mosse, Kullaberg|COUN001131|B8:6/10;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1819;Håkulls Mosse, Kullaberg|COUN001131|B8:6/11;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1820;Håkulls Mosse, Kullaberg|COUN001131|B8:6/12;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1821;Håkulls Mosse, Kullaberg|COUN001131|B8:6/13;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1822;Håkulls Mosse, Kullaberg|COUN001131|B8:6/14;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1823;Håkulls Mosse, Kullaberg|COUN001131|B8:6/15;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1824;Håkulls Mosse, Kullaberg|COUN001131|B8:6/16;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1825;Håkulls Mosse, Kullaberg|COUN001131|B8:6/17;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1826;Håkulls Mosse, Kullaberg|COUN001131|B8:6/18;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1827;Håkulls Mosse, Kullaberg|COUN001131|B8:6/19;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1828;Håkulls Mosse, Kullaberg|COUN001131|B8:6/2;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1829;Håkulls Mosse, Kullaberg|COUN001131|B8:6/20;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1830;Håkulls Mosse, Kullaberg|COUN001131|B8:6/3;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1831;Håkulls Mosse, Kullaberg|COUN001131|B8:6/4;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1832;Håkulls Mosse, Kullaberg|COUN001131|B8:6/5;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1833;Håkulls Mosse, Kullaberg|COUN001131|B8:6/6;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1834;Håkulls Mosse, Kullaberg|COUN001131|B8:6/7;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1835;Håkulls Mosse, Kullaberg|COUN001131|B8:6/8;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1836;Håkulls Mosse, Kullaberg|COUN001131|B8:6/9;Håkulls Mosse, Kullaberg|COUN001131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1837;Håkulls Mosse, Kullaberg|COUN001132|X4/1;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1838;Håkulls Mosse, Kullaberg|COUN001132|X4/10;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1839;Håkulls Mosse, Kullaberg|COUN001132|X4/11;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1840;Håkulls Mosse, Kullaberg|COUN001132|X4/12;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1841;Håkulls Mosse, Kullaberg|COUN001132|X4/13;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1842;Håkulls Mosse, Kullaberg|COUN001132|X4/14;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1843;Håkulls Mosse, Kullaberg|COUN001132|X4/15;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1844;Håkulls Mosse, Kullaberg|COUN001132|X4/16;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1845;Håkulls Mosse, Kullaberg|COUN001132|X4/17;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1846;Håkulls Mosse, Kullaberg|COUN001132|X4/18;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1847;Håkulls Mosse, Kullaberg|COUN001132|X4/19;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1848;Håkulls Mosse, Kullaberg|COUN001132|X4/2;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1849;Håkulls Mosse, Kullaberg|COUN001132|X4/20;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1850;Håkulls Mosse, Kullaberg|COUN001132|X4/3;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1851;Håkulls Mosse, Kullaberg|COUN001132|X4/4;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1852;Håkulls Mosse, Kullaberg|COUN001132|X4/5;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1853;Håkulls Mosse, Kullaberg|COUN001132|X4/6;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1854;Håkulls Mosse, Kullaberg|COUN001132|X4/7;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1855;Håkulls Mosse, Kullaberg|COUN001132|X4/8;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1856;Håkulls Mosse, Kullaberg|COUN001132|X4/9;Håkulls Mosse, Kullaberg|COUN001132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1857;Härnön|COUN000147|S1;Härnön|COUN000147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;122000;;;45000;;;;;;;;;;;;;1;;;;;;;45000;122000;122000;45000;;;;1;;;;;;;;;;;;;122000;45000
1858;Härnön|COUN000147|S2;Härnön|COUN000147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;122000;;;45000;;;;;;;;;;;;;1;;;;;;;45000;122000;122000;45000;;;;1;;;;;;;;;;;;;122000;45000
1859;Hässeldala Port|COUN001566|BugsPresence;Hässeldala Port|COUN001566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1860;Hösbach, Aschaffenburg|COUN000160|S1;Hösbach, Aschaffenburg|COUN000160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;2580000;;;11500;;;;;;;;;;;;;1;;;;;;;11500;2580000;2580000;11500;;;;1;;;;;;;;;;;;;2580000;11500
1861;Ilmola|COUN000702|BugsPresence;Ilmola|COUN000702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1862;Ipiutaq|COUN001069|S368-370;Ipiutaq|COUN001069;368;370;;9525;9143;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;9390;;;Wiggle;;;;1;Immediately post-deglaciation.;10000;;;7000;;;;;;;;;;;;;1;9143;9525;;;9390;9390;7000;10000;9525;9143;1;;;;1;;;;;;;;;;;;9525;9143
1863;Ipswich: Bobbitshole|COUN000164|F2;Ipswich: Bobbitshole|COUN000164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;Type site;132000;;;122000;;;;;;;;;;;;;1;;;;;;;122000;132000;132000;122000;;;;1;;;;;;;;;;;;;132000;122000
1864;Isleham|COUN000165|S1;Isleham|COUN000165;;;;4802;4253;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;4253;4802;;;;;0;5000;4802;4253;1;;;;;;;;;;;;;;;;4802;4253
1865;Isleworth|COUN000166|S;Isleworth|COUN000166;;;;49598;44539;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;122000;;;29000;;;;;;;;;;;;;1;44539;49598;;;;;29000;122000;49598;44539;1;;;;;;1;;;;;;;;;;49598;44539
1866;Isoetes So|COUN000470|S1;Isoetes So|COUN000470;137;139;;11098;10305;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;10305;11098;;;;;0;10000;11098;10305;1;;;;;;;;;1;;;;;;;11098;10305
1867;Isoetes So|COUN000470|S2;Isoetes So|COUN000470;130;130,5;;10499;9967;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;9967;10499;;;;;0;10000;10499;9967;1;;;;;;;;;1;;;;;;;10499;9967
1868;Isoetes So|COUN000470|S3;Isoetes So|COUN000470;123;125;;10076;9502;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;9502;10076;;;;;0;10000;10076;9502;1;;;;;;;;;1;;;;;;;10076;9502
1869;Isoetes So|COUN000470|S4;Isoetes So|COUN000470;112;112;;8941;8570;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;8570;8941;;;;;0;10000;8941;8570;1;;;;;;;;;1;;;;;;;8941;8570
